Date,Close,High,Low,Open,Volume,ticker
2025-06-17,10.109999656677246,19.989999771118164,7.630000114440918,15.0,1459800,MENS
2025-06-18,8.0,9.109999656677246,7.699999809265137,8.829999923706055,457700,MENS
2025-06-20,8.010000228881836,8.427000045776367,6.010000228881836,8.109999656677246,433800,MENS
2025-06-23,7.519999980926514,8.050000190734863,7.5,7.96999979019165,30000,MENS
2025-06-24,8.1899995803833,8.289999961853027,7.300000190734863,7.519999980926514,75000,MENS
2025-06-25,8.289999961853027,8.3100004196167,7.619999885559082,8.300000190734863,12700,MENS
2025-06-26,9.109999656677246,9.920000076293944,8.28499984741211,8.350000381469727,226400,MENS
2025-06-27,9.5,9.859999656677246,9.199999809265137,9.199999809265137,95500,MENS
2025-06-30,8.5,9.5,8.03499984741211,9.270000457763672,212100,MENS
2025-07-01,8.479999542236328,9.300000190734863,8.199999809265137,9.300000190734863,51000,MENS
2025-07-02,9.619999885559082,10.199999809265137,7.739999771118164,8.880000114440918,927800,MENS
2025-07-03,7.940000057220459,9.800000190734863,7.059999942779541,9.539999961853027,1592400,MENS
2025-07-07,7.809999942779541,8.347999572753906,7.449999809265137,8.079999923706055,1063300,MENS
2025-07-08,7.860000133514404,8.25,7.820000171661377,8.100000381469727,162800,MENS
2025-07-09,9.25,9.300000190734863,8.175000190734863,8.34000015258789,81600,MENS
2025-07-10,9.109999656677246,9.800000190734863,8.899999618530273,9.0,59200,MENS
2025-07-11,10.010000228881836,10.350000381469728,9.050000190734863,9.300000190734863,86200,MENS
2025-07-14,11.609999656677246,11.973999977111816,9.859999656677246,10.0,82700,MENS
2025-07-15,11.699999809265137,12.100000381469728,10.5,11.75,75800,MENS
2025-07-16,11.720000267028809,12.300000190734863,11.510000228881836,11.770000457763672,44700,MENS
2025-07-17,11.010000228881836,12.199999809265137,10.880000114440918,11.800000190734863,35900,MENS
2025-07-18,10.550000190734863,12.0,10.550000190734863,11.359999656677246,14500,MENS
2025-07-21,11.0,11.574999809265137,10.579999923706056,11.06999969482422,45600,MENS
2025-07-22,10.0600004196167,11.09000015258789,9.949999809265137,11.09000015258789,51300,MENS
2025-07-23,11.149999618530272,11.989999771118164,10.079999923706056,10.079999923706056,64600,MENS
2025-07-24,11.779999732971191,12.244999885559082,11.149999618530272,11.149999618530272,59900,MENS
2025-07-25,13.800000190734863,14.329999923706056,11.6850004196167,11.925000190734863,71900,MENS
2025-07-28,14.479999542236328,15.0,13.25,13.75,59800,MENS
2025-07-29,15.670000076293944,16.489999771118164,14.479999542236328,15.0,177400,MENS
2025-07-30,17.959999084472656,18.270000457763672,15.670000076293944,15.699999809265137,109900,MENS
2025-07-31,19.059999465942383,22.6299991607666,18.280000686645508,18.450000762939453,211000,MENS
2025-08-01,19.1200008392334,19.8799991607666,16.969999313354492,19.059999465942383,107400,MENS
2025-08-04,23.459999084472656,24.375,19.149999618530273,21.0,95700,MENS
2025-08-05,28.93000030517578,29.1299991607666,22.280000686645508,22.809999465942383,108700,MENS
2025-08-06,31.979999542236328,31.979999542236328,27.979999542236328,29.0,191000,MENS
2025-08-07,34.220001220703125,36.5,30.225000381469727,30.3799991607666,176700,MENS
2025-08-08,45.33000183105469,46.46200180053711,33.33000183105469,34.45000076293945,221100,MENS
2025-08-11,49.560001373291016,52.290000915527344,20.5049991607666,47.0,410100,MENS
2025-08-12,40.40999984741211,48.16999816894531,38.5099983215332,44.25,317400,MENS
2025-08-13,36.900001525878906,41.198001861572266,35.11000061035156,38.81999969482422,84800,MENS
2025-08-14,39.59000015258789,39.9900016784668,33.400001525878906,35.34000015258789,65000,MENS
2025-08-15,44.7400016784668,46.0,37.459999084472656,39.86000061035156,106800,MENS
2025-08-18,41.5,45.0,39.0,42.0099983215332,172900,MENS
2025-08-19,41.58000183105469,43.939998626708984,39.5,40.779998779296875,69900,MENS
2025-08-20,47.650001525878906,48.5,41.0,41.029998779296875,127200,MENS
2025-08-21,43.15999984741211,48.599998474121094,43.0,48.27000045776367,63800,MENS
2025-08-22,46.0,46.95000076293945,40.0,43.5,85900,MENS
2025-08-25,47.0,48.45000076293945,41.310001373291016,45.900001525878906,45900,MENS
2025-08-26,50.20000076293945,50.20000076293945,45.02000045776367,47.06999969482422,93700,MENS
2025-08-27,51.20000076293945,51.95000076293945,48.0099983215332,50.400001525878906,73200,MENS
2025-08-28,55.52000045776367,57.29999923706055,50.79999923706055,51.099998474121094,37900,MENS
2025-08-29,54.810001373291016,59.5,54.29499816894531,55.83000183105469,55500,MENS
2025-09-02,59.79999923706055,60.97999954223633,56.970001220703125,56.970001220703125,65200,MENS
2025-09-03,57.119998931884766,61.0,47.74300003051758,60.40999984741211,174400,MENS
2025-09-04,55.11000061035156,56.599998474121094,52.0,54.93000030517578,247200,MENS
2025-09-05,52.310001373291016,56.5,51.58000183105469,54.0,134400,MENS
2025-09-08,55.68000030517578,55.775001525878906,52.5,54.279998779296875,311200,MENS
2025-09-09,54.099998474121094,56.0,48.86000061035156,56.0,379900,MENS
2025-09-10,55.130001068115234,60.0,54.099998474121094,54.099998474121094,309800,MENS
2025-09-11,64.41999816894531,64.54000091552734,54.959999084472656,54.959999084472656,347700,MENS
